N	phi	epsd	delta	epsY	lamb	S	q
8000.0	0.005	4.89	0.25	0.27	2.24	0.9914423047116427	0.011164051150098038
8000.0	0.005	4.89	0.25	0.27	2.24	0.9016962784508504	0.011497306408309918
8000.0	0.005	4.89	0.25	0.27	2.24	0.8407290821414051	0.011830561666521801
8000.0	0.005	4.89	0.25	0.27	2.24	0.7876165710473177	0.012163816924733681
8000.0	0.005	4.89	0.25	0.27	2.24	0.7588909059173775	0.012497072182945561
8000.0	0.005	4.89	0.25	0.27	2.24	0.7189840659445215	0.012830327441157445
8000.0	0.005	4.89	0.25	0.27	2.24	0.6886981361141934	0.013163582699369325
8000.0	0.005	4.89	0.25	0.27	2.24	0.668331878015949	0.01349683795758121
8000.0	0.005	4.89	0.25	0.27	2.24	0.6567055834807312	0.013830093215793088
8000.0	0.005	4.89	0.25	0.27	2.24	0.6444776133591893	0.014163348474004973
8000.0	0.005	4.89	0.25	0.27	2.24	0.6337561792655279	0.014496603732216853
8000.0	0.005	4.89	0.25	0.27	2.24	0.6204605418128589	0.014829858990428733
8000.0	0.005	4.89	0.25	0.27	2.24	0.6168561283327868	0.015163114248640617
8000.0	0.005	4.89	0.25	0.27	2.24	0.6074370559997958	0.015496369506852497
8000.0	0.005	4.89	0.25	0.27	2.24	0.6154879478139452	0.01582962476506438
8000.0	0.005	4.89	0.25	0.27	2.24	0.6044487786578109	0.01616288002327626
8000.0	0.005	4.89	0.25	0.27	2.24	0.5957719352971752	0.016496135281488144
8000.0	0.005	4.89	0.25	0.27	2.24	0.5975581095187007	0.016829390539700024
8000.0	0.005	4.89	0.25	0.27	2.24	0.5930411139564585	0.017162645797911907
8000.0	0.005	4.89	0.25	0.27	2.24	0.5893092203549893	0.017495901056123787
8000.0	0.005	4.89	0.25	0.27	2.24	0.5836358774871517	0.017829156314335667
8000.0	0.005	4.89	0.25	0.27	2.24	0.5760075913072595	0.01816241157254755
8000.0	0.005	4.89	0.25	0.27	2.24	0.5792220345141352	0.01849566683075943
8000.0	0.005	4.89	0.25	0.27	2.24	0.5790884476369071	0.018828922088971314
8000.0	0.005	4.89	0.25	0.27	2.24	0.5782451237441869	0.019162177347183194
8000.0	0.005	4.89	0.25	0.27	2.24	0.5778163157562054	0.01949543260539508
8000.0	0.005	4.89	0.25	0.27	2.24	0.5751369103140664	0.01982868786360696
8000.0	0.005	4.89	0.25	0.27	2.24	0.5727268729257934	0.020161943121818845
8000.0	0.005	4.89	0.25	0.27	2.24	0.575604535434835	0.020495198380030725
8000.0	0.005	4.89	0.25	0.27	2.24	0.5810066744964055	0.020828453638242605
8000.0	0.005	4.89	0.25	0.27	2.24	0.5734194432754354	0.02116170889645449
8000.0	0.005	4.89	0.25	0.27	2.24	0.5771549252449956	0.02149496415466637
8000.0	0.005	4.89	0.25	0.27	2.24	0.5802602753176253	0.021828219412878252
8000.0	0.005	4.89	0.25	0.27	2.24	0.575164266238626	0.022161474671090132
8000.0	0.005	4.89	0.25	0.27	2.24	0.5883282965479739	0.022494729929302012
8000.0	0.005	4.89	0.25	0.27	2.24	0.5897513928074696	0.022827985187513895
8000.0	0.005	4.89	0.25	0.27	2.24	0.6012536688278501	0.02316124044572578
8000.0	0.005	4.89	0.25	0.27	2.24	0.5946046847985051	0.02349449570393766
8000.0	0.005	4.89	0.25	0.27	2.24	0.6010216115110614	0.02382775096214954
8000.0	0.005	4.89	0.25	0.27	2.24	0.6064454544610474	0.024161006220361422
8000.0	0.005	4.89	0.25	0.27	2.24	0.6104243869235829	0.024494261478573302
8000.0	0.005	4.89	0.25	0.27	2.24	0.616557451880246	0.024827516736785186
8000.0	0.005	4.89	0.25	0.27	2.24	0.6156772870572517	0.025160771994997066
8000.0	0.005	4.89	0.25	0.27	2.24	0.6282476961782505	0.025494027253208946
8000.0	0.005	4.89	0.25	0.27	2.24	0.6338347354062186	0.02582728251142083
8000.0	0.005	4.89	0.25	0.27	2.24	0.6419144735863503	0.026160537769632716
8000.0	0.005	4.89	0.25	0.27	2.24	0.6531259263689255	0.026493793027844593
8000.0	0.005	4.89	0.25	0.27	2.24	0.6537914205847177	0.026827048286056473
8000.0	0.005	4.89	0.25	0.27	2.24	0.666417960049565	0.027160303544268353
8000.0	0.005	4.89	0.25	0.27	2.24	0.673881735059766	0.027493558802480236
8000.0	0.005	4.89	0.25	0.27	2.24	0.683268843516607	0.027826814060692123
8000.0	0.005	4.89	0.25	0.27	2.24	0.6980266073597928	0.028160069318904003
8000.0	0.005	4.89	0.25	0.27	2.24	0.7080021226372308	0.028493324577115883
8000.0	0.005	4.89	0.25	0.27	2.24	0.725720811305381	0.028826579835327767
8000.0	0.005	4.89	0.25	0.27	2.24	0.7414535180090487	0.029159835093539647
8000.0	0.005	4.89	0.25	0.27	2.24	0.7568743079037534	0.02949309035175153
8000.0	0.005	4.89	0.25	0.27	2.24	0.7773783563832349	0.02982634560996341
8000.0	0.005	4.89	0.25	0.27	2.24	0.800487287402402	0.03015960086817529
8000.0	0.005	4.89	0.25	0.27	2.24	0.8199617551477901	0.030492856126387174
8000.0	0.005	4.89	0.25	0.27	2.24	0.8500831232963244	0.030826111384599057
8000.0	0.005	4.89	0.25	0.27	2.24	0.8671005003668855	0.031159366642810937
8000.0	0.005	4.89	0.25	0.27	2.24	0.8965462522565418	0.03149262190102282
8000.0	0.005	4.89	0.25	0.27	2.24	0.9251267166011725	0.031825877159234704
8000.0	0.005	4.89	0.25	0.27	2.24	0.9500427623995888	0.032159132417446584
8000.0	0.005	4.89	0.25	0.27	2.24	0.9843152263275096	0.032492387675658464
8000.0	0.005	4.89	0.25	0.27	2.24	1.0270360360656372	0.032825642933870344
8000.0	0.005	4.89	0.25	0.27	2.24	1.0525242746286196	0.033158898192082224
8000.0	0.005	4.89	0.25	0.27	2.24	1.0966432341610148	0.03349215345029411
8000.0	0.005	4.89	0.25	0.27	2.24	1.1221071033474856	0.03382540870850599
8000.0	0.005	4.89	0.25	0.27	2.24	1.163558664103358	0.03415866396671787
8000.0	0.005	4.89	0.25	0.27	2.24	1.187649932619819	0.03449191922492975
8000.0	0.005	4.89	0.25	0.27	2.24	1.2211779824508437	0.03482517448314164
8000.0	0.005	4.89	0.25	0.27	2.24	1.2530739992713555	0.03515842974135352
8000.0	0.005	4.89	0.25	0.27	2.24	1.2831295948098813	0.0354916849995654
8000.0	0.005	4.89	0.25	0.27	2.24	1.3209095528887989	0.03582494025777728
8000.0	0.005	4.89	0.25	0.27	2.24	1.3426812061658537	0.03615819551598916
8000.0	0.005	4.89	0.25	0.27	2.24	1.3691679162688624	0.036491450774201045
8000.0	0.005	4.89	0.25	0.27	2.24	1.389784262869948	0.036824706032412925
8000.0	0.005	4.89	0.25	0.27	2.24	1.392047438017683	0.037157961290624805
8000.0	0.005	4.89	0.25	0.27	2.24	1.4071574549939403	0.037491216548836685
8000.0	0.005	4.89	0.25	0.27	2.24	1.4127610296499191	0.037824471807048565
8000.0	0.005	4.89	0.25	0.27	2.24	1.4252942782991753	0.03815772706526045
8000.0	0.005	4.89	0.25	0.27	2.24	1.4242629993765867	0.03849098232347234
8000.0	0.005	4.89	0.25	0.27	2.24	1.4165844424238667	0.03882423758168421
8000.0	0.005	4.89	0.25	0.27	2.24	1.4088888728953994	0.03915749283989609
8000.0	0.005	4.89	0.25	0.27	2.24	1.3970166869596208	0.03949074809810798
8000.0	0.005	4.89	0.25	0.27	2.24	1.3835597459332327	0.03982400335631986
8000.0	0.005	4.89	0.25	0.27	2.24	1.3610324814106047	0.04015725861453173
8000.0	0.005	4.89	0.25	0.27	2.24	1.351371378955217	0.040490513872743626
8000.0	0.005	4.89	0.25	0.27	2.24	1.3185764761446959	0.04082376913095551
8000.0	0.005	4.89	0.25	0.27	2.24	1.2968021978093496	0.04115702438916738
8000.0	0.005	4.89	0.25	0.27	2.24	1.2777073482699826	0.04149027964737927
8000.0	0.005	4.89	0.25	0.27	2.24	1.2413886151549685	0.04182353490559115
8000.0	0.005	4.89	0.25	0.27	2.24	1.2211480607843581	0.04215679016380303
8000.0	0.005	4.89	0.25	0.27	2.24	1.1906650830224272	0.04249004542201492
8000.0	0.005	4.89	0.25	0.27	2.24	1.152173421872264	0.04282330068022679
8000.0	0.005	4.89	0.25	0.27	2.24	1.1334815878035556	0.04315655593843868
8000.0	0.005	4.89	0.25	0.27	2.24	1.107796215281724	0.04348981119665056
8000.0	0.005	4.89	0.25	0.27	2.24	1.0790113185246872	0.04382306645486244
8000.0	0.005	4.89	0.25	0.27	2.24	1.056744644116065	0.04415632171307433
8000.0	0.005	4.89	0.25	0.27	2.24	1.0292431142082556	0.0444895769712862
8000.0	0.005	4.89	0.25	0.27	2.24	1.0056567404469394	0.04482283222949809
8000.0	0.005	4.89	0.25	0.27	2.24	0.987361443354995	0.045156087487709974
8000.0	0.005	4.89	0.25	0.27	2.24	0.9675171855386443	0.04548934274592185
8000.0	0.005	4.89	0.25	0.27	2.24	0.9490913243084987	0.045822598004133734
8000.0	0.005	4.89	0.25	0.27	2.24	0.9389938786202051	0.04615585326234561
8000.0	0.005	4.89	0.25	0.27	2.24	0.9266384693939603	0.046489108520557494
8000.0	0.005	4.89	0.25	0.27	2.24	0.9179809222999982	0.04682236377876938
8000.0	0.005	4.89	0.25	0.27	2.24	0.9022805473031145	0.047155619036981254
8000.0	0.005	4.89	0.25	0.27	2.24	0.896454745378657	0.04748887429519314
8000.0	0.005	4.89	0.25	0.27	2.24	0.8840217929717811	0.04782212955340502
8000.0	0.005	4.89	0.25	0.27	2.24	0.8801224373000586	0.0481553848116169
8000.0	0.005	4.89	0.25	0.27	2.24	0.8762514000923962	0.04848864006982879
8000.0	0.005	4.89	0.25	0.27	2.24	0.8689561652437122	0.04882189532804066
8000.0	0.005	4.89	0.25	0.27	2.24	0.8708234099074408	0.04915515058625255
8000.0	0.005	4.89	0.25	0.27	2.24	0.8701221861954267	0.04948840584446443
8000.0	0.005	4.89	0.25	0.27	2.24	0.8674982995213227	0.04982166110267631
8000.0	0.005	4.89	0.25	0.27	2.24	0.8690828529111967	0.050154916360888195
8000.0	0.005	4.89	0.25	0.27	2.24	0.8666824461086825	0.05048817161910007
8000.0	0.005	4.89	0.25	0.27	2.24	0.872476118116215	0.050821426877311955
8000.0	0.005	4.89	0.25	0.27	2.24	0.8776001784030145	0.051154682135523835
8000.0	0.005	4.89	0.25	0.27	2.24	0.8686723972387794	0.051487937393735715
8000.0	0.005	4.89	0.25	0.27	2.24	0.8727815689862501	0.0518211926519476
8000.0	0.005	4.89	0.25	0.27	2.24	0.8763361586642721	0.052154447910159475
8000.0	0.005	4.89	0.25	0.27	2.24	0.8800761637511354	0.05248770316837136
8000.0	0.005	4.89	0.25	0.27	2.24	0.8794460664279361	0.052820958426583256
8000.0	0.005	4.89	0.25	0.27	2.24	0.8840230722657789	0.05315421368479512
8000.0	0.005	4.89	0.25	0.27	2.24	0.883423325560495	0.053487468943007016
8000.0	0.005	4.89	0.25	0.27	2.24	0.8933053981199653	0.05382072420121888
8000.0	0.005	4.89	0.25	0.27	2.24	0.8859382157501153	0.05415397945943077
8000.0	0.005	4.89	0.25	0.27	2.24	0.9008312434046417	0.05448723471764266
8000.0	0.005	4.89	0.25	0.27	2.24	0.8966029093399326	0.05482048997585453
8000.0	0.005	4.89	0.25	0.27	2.24	0.9072903227777241	0.05515374523406642
8000.0	0.005	4.89	0.25	0.27	2.24	0.9063476288053429	0.0554870004922783
8000.0	0.005	4.89	0.25	0.27	2.24	0.9134915627041466	0.05582025575049018
8000.0	0.005	4.89	0.25	0.27	2.24	0.9150141020140414	0.05615351100870207
8000.0	0.005	4.89	0.25	0.27	2.24	0.9216232114366851	0.056486766266913936
8000.0	0.005	4.89	0.25	0.27	2.24	0.9283597866300877	0.05682002152512583
8000.0	0.005	4.89	0.25	0.27	2.24	0.9329567488310608	0.05715327678333771
8000.0	0.005	4.89	0.25	0.27	2.24	0.9363722421859405	0.05748653204154959
8000.0	0.005	4.89	0.25	0.27	2.24	0.9424529375682386	0.05781978729976148
8000.0	0.005	4.89	0.25	0.27	2.24	0.9493112829444529	0.05815304255797335
8000.0	0.005	4.89	0.25	0.27	2.24	0.9576965740231154	0.05848629781618524
8000.0	0.005	4.89	0.25	0.27	2.24	0.9638295671427328	0.05881955307439712
8000.0	0.005	4.89	0.25	0.27	2.24	0.9677290242468243	0.059152808332609
8000.0	0.005	4.89	0.25	0.27	2.24	0.9799181423164571	0.059486063590820884
8000.0	0.005	4.89	0.25	0.27	2.24	0.9876251696537017	0.05981931884903276
8000.0	0.005	4.89	0.25	0.27	2.24	0.9931895846063463	0.060152574107244644
8000.0	0.005	4.89	0.25	0.27	2.24	1.0005001615291076	0.06048582936545653
8000.0	0.005	4.89	0.25	0.27	2.24	1.0058365213250546	0.060819084623668404
8000.0	0.005	4.89	0.25	0.27	2.24	1.0116242996470775	0.06115233988188029
8000.0	0.005	4.89	0.25	0.27	2.24	1.0129835921003874	0.061485595140092164
8000.0	0.005	4.89	0.25	0.27	2.24	1.0208551868509375	0.06181885039830405
8000.0	0.005	4.89	0.25	0.27	2.24	1.025767337808919	0.06215210565651594
8000.0	0.005	4.89	0.25	0.27	2.24	1.0356705230194112	0.06248536091472781
8000.0	0.005	4.89	0.25	0.27	2.24	1.0429456688285172	0.0628186161729397
8000.0	0.005	4.89	0.25	0.27	2.24	1.0492455095073956	0.06315187143115158
8000.0	0.005	4.89	0.25	0.27	2.24	1.0454596597755907	0.06348512668936346
8000.0	0.005	4.89	0.25	0.27	2.24	1.0531946876197538	0.06381838194757534
8000.0	0.005	4.89	0.25	0.27	2.24	1.061216038504692	0.06415163720578722
8000.0	0.005	4.89	0.25	0.27	2.24	1.068721080160772	0.0644848924639991
8000.0	0.005	4.89	0.25	0.27	2.24	1.0528397124848827	0.06481814772221099
8000.0	0.005	4.89	0.25	0.27	2.24	1.0634336611896207	0.06515140298042287
8000.0	0.005	4.89	0.25	0.27	2.24	1.0664644376738017	0.06548465823863475
8000.0	0.005	4.89	0.25	0.27	2.24	1.0715945445922737	0.06581791349684663
8000.0	0.005	4.89	0.25	0.27	2.24	1.0671846450437386	0.06615116875505851
8000.0	0.005	4.89	0.25	0.27	2.24	1.076039925807831	0.0664844240132704
8000.0	0.005	4.89	0.25	0.27	2.24	1.0748566102786334	0.06681767927148227
8000.0	0.005	4.89	0.25	0.27	2.24	1.0755783151649774	0.06715093452969416
8000.0	0.005	4.89	0.25	0.27	2.24	1.0708104945558932	0.06748418978790603
8000.0	0.005	4.89	0.25	0.27	2.24	1.0793710494273314	0.06781744504611792
8000.0	0.005	4.89	0.25	0.27	2.24	1.0760878732877424	0.0681507003043298
8000.0	0.005	4.89	0.25	0.27	2.24	1.0803768000615925	0.06848395556254168
8000.0	0.005	4.89	0.25	0.27	2.24	1.0574987284004225	0.06881721082075357
8000.0	0.005	4.89	0.25	0.27	2.24	1.0601903696640247	0.06915046607896545
8000.0	0.005	4.89	0.25	0.27	2.24	1.0594644506559743	0.06948372133717733
8000.0	0.005	4.89	0.25	0.27	2.24	1.0555042850868173	0.06981697659538921
8000.0	0.005	4.89	0.25	0.27	2.24	1.054284235377337	0.07015023185360109
8000.0	0.005	4.89	0.25	0.27	2.24	1.0517195336380931	0.07048348711181297
8000.0	0.005	4.89	0.25	0.27	2.24	1.0474140192477999	0.07081674237002486
8000.0	0.005	4.89	0.25	0.27	2.24	1.044745544256005	0.07114999762823673
8000.0	0.005	4.89	0.25	0.27	2.24	1.0398395026069818	0.07148325288644862
8000.0	0.005	4.89	0.25	0.27	2.24	1.0252213803176349	0.07181650814466049
8000.0	0.005	4.89	0.25	0.27	2.24	1.0295399404941472	0.07214976340287238
8000.0	0.005	4.89	0.25	0.27	2.24	1.0159229184669625	0.07248301866108427
8000.0	0.005	4.89	0.25	0.27	2.24	1.0128178070433702	0.07281627391929614
8000.0	0.005	4.89	0.25	0.27	2.24	1.019403665192584	0.07314952917750803
8000.0	0.005	4.89	0.25	0.27	2.24	0.9911404923889778	0.0734827844357199
8000.0	0.005	4.89	0.25	0.27	2.24	1.0051706267674356	0.07381603969393179
8000.0	0.005	4.89	0.25	0.27	2.24	1.00205566665515	0.07414929495214367
8000.0	0.005	4.89	0.25	0.27	2.24	0.9938769536142281	0.07448255021035555
8000.0	0.005	4.89	0.25	0.27	2.24	1.0096074943923663	0.07481580546856743
8000.0	0.005	4.89	0.25	0.27	2.24	0.9904498978450373	0.07514906072677931
8000.0	0.005	4.89	0.25	0.27	2.24	0.9688648524892114	0.0754823159849912
8000.0	0.005	4.89	0.25	0.27	2.24	0.9729514660931118	0.0758155712432031
8000.0	0.005	4.89	0.25	0.27	2.24	0.9928200287802883	0.07614882650141495
8000.0	0.005	4.89	0.25	0.27	2.24	0.9709881411716088	0.07648208175962684
8000.0	0.005	4.89	0.25	0.27	2.24	0.9512188236649676	0.07681533701783873
8000.0	0.005	4.89	0.25	0.27	2.24	0.9803842323551736	0.0771485922760506
8000.0	0.005	4.89	0.25	0.27	2.24	0.9616378338928708	0.0774818475342625
8000.0	0.005	4.89	0.25	0.27	2.24	0.9520499518780762	0.07781510279247436
8000.0	0.005	4.89	0.25	0.27	2.24	0.9655091829141917	0.07814835805068626
8000.0	0.005	4.89	0.25	0.27	2.24	0.9801184349211968	0.07848161330889813
8000.0	0.005	4.89	0.25	0.27	2.24	0.9651568997193765	0.07881486856711001
8000.0	0.005	4.89	0.25	0.27	2.24	0.9735690935009932	0.07914812382532191
8000.0	0.005	4.89	0.25	0.27	2.24	0.9496157714878515	0.07948137908353377
8000.0	0.005	4.89	0.25	0.27	2.24	0.9835961749310782	0.07981463434174567
8000.0	0.005	4.89	0.25	0.27	2.24	0.9707199303645744	0.08014788959995756
8000.0	0.005	4.89	0.25	0.27	2.24	0.9230455294985028	0.08048114485816943
8000.0	0.005	4.89	0.25	0.27	2.24	0.9545356430688393	0.08081440011638129
8000.0	0.005	4.89	0.25	0.27	2.24	0.9605436156671071	0.0811476553745932
8000.0	0.005	4.89	0.25	0.27	2.24	0.9757684926168586	0.08148091063280508
8000.0	0.005	4.89	0.25	0.27	2.24	0.9446751300395811	0.08181416589101694
8000.0	0.005	4.89	0.25	0.27	2.24	0.9449905065788669	0.08214742114922885
8000.0	0.005	4.89	0.25	0.27	2.24	0.9696892295781697	0.08248067640744072
8000.0	0.005	4.89	0.25	0.27	2.24	0.9135360183924068	0.0828139316656526
8000.0	0.005	4.89	0.25	0.27	2.24	0.9500051968351066	0.08314718692386448
8000.0	0.005	4.89	0.25	0.27	2.24	0.985572542847764	0.08348044218207637
8000.0	0.005	4.89	0.25	0.27	2.24	0.952982044944565	0.08381369744028824
8000.0	0.005	4.89	0.25	0.27	2.24	0.9560193611846054	0.08414695269850013
8000.0	0.005	4.89	0.25	0.27	2.24	0.9047632923622417	0.08448020795671202
8000.0	0.005	4.89	0.25	0.27	2.24	1.0412273352402768	0.08481346321492389
8000.0	0.005	4.89	0.25	0.27	2.24	0.8357708883079615	0.08514671847313576
8000.0	0.005	4.89	0.25	0.27	2.24	0.8212209321359023	0.08547997373134766
8000.0	0.005	4.89	0.25	0.27	2.24	1.2940557784921842	0.08581322898955954
8000.0	0.005	4.89	0.25	0.27	2.24	0.9709647480206023	0.08614648424777141
8000.0	0.01	7.1	0.25	0.27	2.24	6.973060089210684	0.000629812992975223
8000.0	0.01	7.1	0.25	0.27	2.24	10.332306290329344	0.0010496883216253715
8000.0	0.01	7.1	0.25	0.27	2.24	18.02332023385103	0.0014695636502755204
8000.0	0.01	7.1	0.25	0.27	2.24	16.698684564837087	0.0018894389789256688
8000.0	0.01	7.1	0.25	0.27	2.24	17.841592978929175	0.0023093143075758175
8000.0	0.01	7.1	0.25	0.27	2.24	18.75751796579871	0.002729189636225966
8000.0	0.01	7.1	0.25	0.27	2.24	18.550994847366375	0.003149064964876115
8000.0	0.01	7.1	0.25	0.27	2.24	16.564544868941436	0.0035689402935262637
8000.0	0.01	7.1	0.25	0.27	2.24	14.322405498450474	0.0039888156221764125
8000.0	0.01	7.1	0.25	0.27	2.24	15.289143811778992	0.0044086909508265605
8000.0	0.01	7.1	0.25	0.27	2.24	13.191562961648787	0.004828566279476709
8000.0	0.01	7.1	0.25	0.27	2.24	11.93303498920435	0.005248441608126859
8000.0	0.01	7.1	0.25	0.27	2.24	10.332831543330581	0.005668316936777007
8000.0	0.01	7.1	0.25	0.27	2.24	9.080477768018389	0.006088192265427155
8000.0	0.01	7.1	0.25	0.27	2.24	7.906891431840568	0.006508067594077305
8000.0	0.01	7.1	0.25	0.27	2.24	6.584862933141086	0.006927942922727453
8000.0	0.01	7.1	0.25	0.27	2.24	5.9027297560911105	0.007347818251377603
8000.0	0.01	7.1	0.25	0.27	2.24	5.030309551894331	0.007767693580027751
8000.0	0.01	7.1	0.25	0.27	2.24	4.4429750734407705	0.008187568908677898
8000.0	0.01	7.1	0.25	0.27	2.24	3.657597049092925	0.008607444237328048
8000.0	0.01	7.1	0.25	0.27	2.24	3.2584626800846754	0.009027319565978196
8000.0	0.01	7.1	0.25	0.27	2.24	2.6849028215894046	0.009447194894628346
8000.0	0.01	7.1	0.25	0.27	2.24	2.3150876651174386	0.009867070223278493
8000.0	0.01	7.1	0.25	0.27	2.24	1.9376266404928655	0.010286945551928644
8000.0	0.01	7.1	0.25	0.27	2.24	1.67844042608026	0.010706820880578791
8000.0	0.01	7.1	0.25	0.27	2.24	1.394390374630332	0.011126696209228938
8000.0	0.01	7.1	0.25	0.27	2.24	1.1725517485438397	0.011546571537879089
8000.0	0.01	7.1	0.25	0.27	2.24	0.9745896568605319	0.011966446866529236
8000.0	0.01	7.1	0.25	0.27	2.24	0.8319008671538181	0.012386322195179385
8000.0	0.01	7.1	0.25	0.27	2.24	0.7170725310813133	0.012806197523829534
8000.0	0.01	7.1	0.25	0.27	2.24	0.6121511182435047	0.013226072852479684
8000.0	0.01	7.1	0.25	0.27	2.24	0.5180105333100835	0.01364594818112983
8000.0	0.01	7.1	0.25	0.27	2.24	0.45869739909624657	0.01406582350977998
8000.0	0.01	7.1	0.25	0.27	2.24	0.4103206512416697	0.014485698838430129
8000.0	0.01	7.1	0.25	0.27	2.24	0.3693354366767494	0.014905574167080278
8000.0	0.01	7.1	0.25	0.27	2.24	0.35624047212412824	0.015325449495730425
8000.0	0.01	7.1	0.25	0.27	2.24	0.32921095995587824	0.015745324824380576
8000.0	0.01	7.1	0.25	0.27	2.24	0.3162260780909672	0.016165200153030725
8000.0	0.01	7.1	0.25	0.27	2.24	0.3019577887067035	0.01658507548168087
8000.0	0.01	7.1	0.25	0.27	2.24	0.3014357546920297	0.017004950810331022
8000.0	0.01	7.1	0.25	0.27	2.24	0.30028000177940634	0.01742482613898117
8000.0	0.01	7.1	0.25	0.27	2.24	0.2995494992147776	0.017844701467631317
8000.0	0.01	7.1	0.25	0.27	2.24	0.29801887569878066	0.018264576796281465
8000.0	0.01	7.1	0.25	0.27	2.24	0.29502383003099275	0.018684452124931618
8000.0	0.01	7.1	0.25	0.27	2.24	0.29815653784610013	0.019104327453581763
8000.0	0.01	7.1	0.25	0.27	2.24	0.29875588734708647	0.019524202782231912
8000.0	0.01	7.1	0.25	0.27	2.24	0.29723370626809187	0.01994407811088206
8000.0	0.01	7.1	0.25	0.27	2.24	0.300393537393524	0.020363953439532213
8000.0	0.01	7.1	0.25	0.27	2.24	0.29854800545957	0.02078382876818236
8000.0	0.01	7.1	0.25	0.27	2.24	0.3023113655816894	0.021203704096832508
8000.0	0.01	7.1	0.25	0.27	2.24	0.3010683585612017	0.021623579425482656
8000.0	0.01	7.1	0.25	0.27	2.24	0.304509355275203	0.022043454754132802
8000.0	0.01	7.1	0.25	0.27	2.24	0.3033641771378949	0.022463330082782954
8000.0	0.01	7.1	0.25	0.27	2.24	0.30814883816578376	0.022883205411433103
8000.0	0.01	7.1	0.25	0.27	2.24	0.3099118752448836	0.023303080740083252
8000.0	0.01	7.1	0.25	0.27	2.24	0.3161163522534939	0.023722956068733397
8000.0	0.01	7.1	0.25	0.27	2.24	0.3196919386967407	0.02414283139738355
8000.0	0.01	7.1	0.25	0.27	2.24	0.3248533622076525	0.024562706726033695
8000.0	0.01	7.1	0.25	0.27	2.24	0.33337347029036324	0.024982582054683844
8000.0	0.01	7.1	0.25	0.27	2.24	0.3379022722473254	0.025402457383333993
8000.0	0.01	7.1	0.25	0.27	2.24	0.34471030761367716	0.025822332711984145
8000.0	0.01	7.1	0.25	0.27	2.24	0.3588621916003899	0.026242208040634294
8000.0	0.01	7.1	0.25	0.27	2.24	0.3699202184602748	0.02666208336928444
8000.0	0.01	7.1	0.25	0.27	2.24	0.3886711228758087	0.02708195869793459
8000.0	0.01	7.1	0.25	0.27	2.24	0.4053504700581494	0.027501834026584734
8000.0	0.01	7.1	0.25	0.27	2.24	0.42799436259220863	0.027921709355234886
8000.0	0.01	7.1	0.25	0.27	2.24	0.45494097535483835	0.028341584683885035
8000.0	0.01	7.1	0.25	0.27	2.24	0.47890073007541734	0.028761460012535184
8000.0	0.01	7.1	0.25	0.27	2.24	0.5131280467555199	0.029181335341185336
8000.0	0.01	7.1	0.25	0.27	2.24	0.5471296749672439	0.02960121066983548
8000.0	0.01	7.1	0.25	0.27	2.24	0.5917667013867183	0.03002108599848563
8000.0	0.01	7.1	0.25	0.27	2.24	0.6345778749720079	0.030440961327135776
8000.0	0.01	7.1	0.25	0.27	2.24	0.6886150174735729	0.030860836655785925
8000.0	0.01	7.1	0.25	0.27	2.24	0.7340182649736439	0.03128071198443608
8000.0	0.01	7.1	0.25	0.27	2.24	0.7949778200123143	0.031700587313086226
8000.0	0.01	7.1	0.25	0.27	2.24	0.8604390863629703	0.032120462641736375
8000.0	0.01	7.1	0.25	0.27	2.24	0.917877398646943	0.032540337970386524
8000.0	0.01	7.1	0.25	0.27	2.24	0.9910289763551499	0.03296021329903667
8000.0	0.01	7.1	0.25	0.27	2.24	1.0599380938265799	0.033380088627686814
8000.0	0.01	7.1	0.25	0.27	2.24	1.1431461953291824	0.03379996395633697
8000.0	0.01	7.1	0.25	0.27	2.24	1.2191193337017674	0.03421983928498712
8000.0	0.01	7.1	0.25	0.27	2.24	1.293100993881849	0.03463971461363727
8000.0	0.01	7.1	0.25	0.27	2.24	1.3822288639272489	0.03505958994228741
8000.0	0.01	7.1	0.25	0.27	2.24	1.427567851990297	0.035479465270937566
8000.0	0.01	7.1	0.25	0.27	2.24	1.51991617795506	0.03589934059958771
8000.0	0.01	7.1	0.25	0.27	2.24	1.5807176482377057	0.03631921592823786
8000.0	0.01	7.1	0.25	0.27	2.24	1.6433894210485451	0.036739091256888005
8000.0	0.01	7.1	0.25	0.27	2.24	1.6873338833687672	0.03715896658553816
8000.0	0.01	7.1	0.25	0.27	2.24	1.7450803995636823	0.03757884191418831
8000.0	0.01	7.1	0.25	0.27	2.24	1.7734055928262782	0.03799871724283845
8000.0	0.01	7.1	0.25	0.27	2.24	1.7965380208385446	0.0384185925714886
8000.0	0.01	7.1	0.25	0.27	2.24	1.8075192916183032	0.03883846790013875
8000.0	0.01	7.1	0.25	0.27	2.24	1.7981196378554896	0.0392583432287889
8000.0	0.01	7.1	0.25	0.27	2.24	1.7682658943473448	0.03967821855743905
8000.0	0.01	7.1	0.25	0.27	2.24	1.7384527121985591	0.040098093886089196
8000.0	0.01	7.1	0.25	0.27	2.24	1.7059825521238625	0.04051796921473935
8000.0	0.01	7.1	0.25	0.27	2.24	1.6757686172022392	0.0409378445433895
8000.0	0.01	7.1	0.25	0.27	2.24	1.60275788289849	0.04135771987203964
8000.0	0.01	7.1	0.25	0.27	2.24	1.5528854729169188	0.04177759520068979
8000.0	0.01	7.1	0.25	0.27	2.24	1.4850953285610988	0.04219747052933994
