N	phi	epsd	delta	epsY	lamb	S	q
8000.0	0.001	4.89	0.13	0.73	2.24	0.9867806062069666	0.04472699360330889
8000.0	0.001	4.89	0.13	0.73	2.24	0.988098421864319	0.0449218824643255
8000.0	0.001	4.89	0.13	0.73	2.24	1.011692860910917	0.04511677132534208
8000.0	0.001	4.89	0.13	0.73	2.24	0.9830055197429666	0.04531166018635869
8000.0	0.001	4.89	0.13	0.73	2.24	0.973006421093829	0.045506549047375285
8000.0	0.001	4.89	0.13	0.73	2.24	1.0198953008624079	0.04570143790839188
8000.0	0.001	4.89	0.13	0.73	2.24	0.9995889304214555	0.04589632676940848
8000.0	0.001	4.89	0.13	0.73	2.24	0.9995709976906912	0.04609121563042507
8000.0	0.001	4.89	0.13	0.73	2.24	1.0019953260185555	0.046286104491441674
8000.0	0.001	4.89	0.13	0.73	2.24	0.9993763801384962	0.04648099335245826
8000.0	0.001	4.89	0.13	0.73	2.24	1.0033983394631933	0.046675882213474865
8000.0	0.001	4.89	0.13	0.73	2.24	0.9622972273531737	0.04687077107449145
8000.0	0.001	4.89	0.13	0.73	2.24	0.9886763348278648	0.047065659935508056
8000.0	0.001	4.89	0.13	0.73	2.24	0.9962017705769736	0.04726054879652465
8000.0	0.001	4.89	0.13	0.73	2.24	1.0103647326966876	0.04745543765754125
8000.0	0.001	4.89	0.13	0.73	2.24	1.0040495785882515	0.04765032651855785
8000.0	0.001	4.89	0.13	0.73	2.24	0.9266347189773196	0.04784521537957444
8000.0	0.001	4.89	0.13	0.73	2.24	1.002214558243523	0.04804010424059104
8000.0	0.001	4.89	0.13	0.73	2.24	0.9397956325300917	0.04823499310160763
8000.0	0.001	4.89	0.13	0.73	2.24	1.0328048823027494	0.04842988196262423
8000.0	0.001	4.89	0.13	0.73	2.24	1.0186443801723843	0.04862477082364082
8000.0	0.001	4.89	0.13	0.73	2.24	0.971199108261876	0.04881965968465742
8000.0	0.001	4.89	0.13	0.73	2.24	0.9566195264545634	0.04901454854567402
8000.0	0.001	4.89	0.13	0.73	2.24	0.9884851164923384	0.04920943740669061
8000.0	0.001	4.89	0.13	0.73	2.24	0.8871191581083011	0.049404326267707216
8000.0	0.001	4.89	0.13	0.73	2.24	1.0520885231053465	0.049599215128723805
8000.0	0.001	4.89	0.13	0.73	2.24	0.9857830688548124	0.04979410398974041
8000.0	0.001	4.89	0.13	0.73	2.24	0.9822300732760658	0.049988992850756996
8000.0	0.001	4.89	0.13	0.73	2.24	0.7668713890050359	0.0501838817117736
8000.0	0.001	4.89	0.13	0.73	2.24	1.1347421978665893	0.05037877057279019
8000.0	0.002	4.89	0.13	0.73	2.24	1.027267073065202	0.00036831685862788124
8000.0	0.002	4.89	0.13	0.73	2.24	0.7871438742917036	0.0006138614310464686
8000.0	0.002	4.89	0.13	0.73	2.24	0.9399808660971979	0.0008594060034650561
8000.0	0.002	4.89	0.13	0.73	2.24	0.9425257891501789	0.0011049505758836437
8000.0	0.002	4.89	0.13	0.73	2.24	1.081197303393817	0.001350495148302231
8000.0	0.002	4.89	0.13	0.73	2.24	0.9443090026466162	0.0015960397207208186
8000.0	0.002	4.89	0.13	0.73	2.24	1.0676068257519913	0.001841584293139406
8000.0	0.002	4.89	0.13	0.73	2.24	1.027087707803074	0.0020871288655579935
8000.0	0.002	4.89	0.13	0.73	2.24	0.9808883383591595	0.0023326734379765807
8000.0	0.002	4.89	0.13	0.73	2.24	0.9676292585190606	0.002578218010395168
8000.0	0.002	4.89	0.13	0.73	2.24	0.9548785209415329	0.0028237625828137556
8000.0	0.002	4.89	0.13	0.73	2.24	1.01974921497842	0.0030693071552323438
8000.0	0.002	4.89	0.13	0.73	2.24	0.9428808566513921	0.0033148517276509306
8000.0	0.002	4.89	0.13	0.73	2.24	1.0518279339564574	0.0035603963000695182
8000.0	0.002	4.89	0.13	0.73	2.24	1.0059789380630686	0.003805940872488106
8000.0	0.002	4.89	0.13	0.73	2.24	1.0027456526296432	0.004051485444906693
8000.0	0.002	4.89	0.13	0.73	2.24	0.991423193345716	0.00429703001732528
8000.0	0.002	4.89	0.13	0.73	2.24	1.0006743828829563	0.004542574589743869
8000.0	0.002	4.89	0.13	0.73	2.24	1.009089834709481	0.004788119162162455
8000.0	0.002	4.89	0.13	0.73	2.24	0.9986178066579158	0.005033663734581043
8000.0	0.002	4.89	0.13	0.73	2.24	1.0361692101626603	0.00527920830699963
8000.0	0.002	4.89	0.13	0.73	2.24	1.0265598136199747	0.005524752879418218
8000.0	0.002	4.89	0.13	0.73	2.24	1.0269530521846524	0.005770297451836806
8000.0	0.002	4.89	0.13	0.73	2.24	1.000285848088736	0.006015842024255393
8000.0	0.002	4.89	0.13	0.73	2.24	1.0206799192336091	0.00626138659667398
8000.0	0.002	4.89	0.13	0.73	2.24	1.0150917727183286	0.006506931169092568
8000.0	0.002	4.89	0.13	0.73	2.24	1.012904267179327	0.0067524757415111545
8000.0	0.002	4.89	0.13	0.73	2.24	1.0150208286255724	0.006998020313929742
8000.0	0.002	4.89	0.13	0.73	2.24	1.0171389515667737	0.007243564886348331
8000.0	0.002	4.89	0.13	0.73	2.24	1.012519865023447	0.007489109458766918
8000.0	0.002	4.89	0.13	0.73	2.24	1.0178636005656407	0.007734654031185505
8000.0	0.002	4.89	0.13	0.73	2.24	1.0200895296503365	0.007980198603604093
8000.0	0.002	4.89	0.13	0.73	2.24	1.0069674930987478	0.00822574317602268
8000.0	0.002	4.89	0.13	0.73	2.24	1.0275874288996873	0.008471287748441268
8000.0	0.002	4.89	0.13	0.73	2.24	1.0014228749522123	0.008716832320859855
8000.0	0.002	4.89	0.13	0.73	2.24	1.0235756220923278	0.008962376893278444
8000.0	0.002	4.89	0.13	0.73	2.24	1.0185500637113474	0.00920792146569703
8000.0	0.002	4.89	0.13	0.73	2.24	1.0287379973783455	0.009453466038115617
8000.0	0.002	4.89	0.13	0.73	2.24	1.0154361800696587	0.009699010610534204
8000.0	0.002	4.89	0.13	0.73	2.24	1.0046117947970312	0.009944555182952793
8000.0	0.002	4.89	0.13	0.73	2.24	1.030508975379707	0.01019009975537138
8000.0	0.002	4.89	0.13	0.73	2.24	1.0294616788360937	0.010435644327789968
8000.0	0.002	4.89	0.13	0.73	2.24	1.0242531688031637	0.010681188900208553
8000.0	0.002	4.89	0.13	0.73	2.24	1.0213490778323198	0.010926733472627142
8000.0	0.002	4.89	0.13	0.73	2.24	1.0200472488712522	0.01117227804504573
8000.0	0.002	4.89	0.13	0.73	2.24	1.0193644535456043	0.011417822617464317
8000.0	0.002	4.89	0.13	0.73	2.24	0.9994180031357759	0.011663367189882905
8000.0	0.002	4.89	0.13	0.73	2.24	1.0086362959762574	0.011908911762301492
8000.0	0.002	4.89	0.13	0.73	2.24	1.0082908417433443	0.01215445633472008
8000.0	0.002	4.89	0.13	0.73	2.24	1.0036203542486253	0.012400000907138666
8000.0	0.002	4.89	0.13	0.73	2.24	0.9994338978158247	0.012645545479557254
8000.0	0.002	4.89	0.13	0.73	2.24	1.0104220729451117	0.012891090051975841
8000.0	0.002	4.89	0.13	0.73	2.24	1.0136273266078635	0.01313663462439443
8000.0	0.002	4.89	0.13	0.73	2.24	1.005798364535187	0.013382179196813018
8000.0	0.002	4.89	0.13	0.73	2.24	1.0100614210227403	0.013627723769231603
8000.0	0.002	4.89	0.13	0.73	2.24	0.9951794679563344	0.013873268341650192
8000.0	0.002	4.89	0.13	0.73	2.24	1.0097911626492357	0.014118812914068779
8000.0	0.002	4.89	0.13	0.73	2.24	1.001010351261186	0.014364357486487367
8000.0	0.002	4.89	0.13	0.73	2.24	0.995701947035652	0.014609902058905954
8000.0	0.002	4.89	0.13	0.73	2.24	0.9993821233626135	0.014855446631324543
8000.0	0.002	4.89	0.13	0.73	2.24	0.9905789507971926	0.015100991203743131
8000.0	0.002	4.89	0.13	0.73	2.24	1.002603295741045	0.015346535776161716
8000.0	0.002	4.89	0.13	0.73	2.24	0.9915161578146677	0.015592080348580305
8000.0	0.002	4.89	0.13	0.73	2.24	0.9925230334330896	0.015837624920998893
8000.0	0.002	4.89	0.13	0.73	2.24	0.9882600956325448	0.01608316949341748
8000.0	0.002	4.89	0.13	0.73	2.24	0.9961021829284762	0.016328714065836067
8000.0	0.002	4.89	0.13	0.73	2.24	0.9928167954987542	0.016574258638254652
8000.0	0.002	4.89	0.13	0.73	2.24	0.9907752378186991	0.01681980321067324
8000.0	0.002	4.89	0.13	0.73	2.24	0.9980856435978571	0.01706534778309183
8000.0	0.002	4.89	0.13	0.73	2.24	0.9947912564335631	0.017310892355510418
8000.0	0.002	4.89	0.13	0.73	2.24	0.9901184347655647	0.017556436927929006
8000.0	0.002	4.89	0.13	0.73	2.24	0.9937687480104145	0.01780198150034759
8000.0	0.002	4.89	0.13	0.73	2.24	0.9888820612254569	0.018047526072766176
8000.0	0.002	4.89	0.13	0.73	2.24	0.998406384258854	0.018293070645184765
8000.0	0.002	4.89	0.13	0.73	2.24	0.9913857735149589	0.018538615217603353
8000.0	0.002	4.89	0.13	0.73	2.24	0.9831297453978193	0.018784159790021942
8000.0	0.002	4.89	0.13	0.73	2.24	0.9914398885667186	0.01902970436244053
8000.0	0.002	4.89	0.13	0.73	2.24	1.00533875346786	0.019275248934859116
8000.0	0.002	4.89	0.13	0.73	2.24	0.9870732665467244	0.019520793507277704
8000.0	0.002	4.89	0.13	0.73	2.24	0.9945434993894011	0.01976633807969629
8000.0	0.002	4.89	0.13	0.73	2.24	0.9876908501155668	0.020011882652114878
8000.0	0.002	4.89	0.13	0.73	2.24	0.994216654446096	0.020257427224533466
8000.0	0.002	4.89	0.13	0.73	2.24	0.9922906353309372	0.020502971796952055
8000.0	0.002	4.89	0.13	0.73	2.24	0.9914154656847496	0.020748516369370643
8000.0	0.002	4.89	0.13	0.73	2.24	0.9864402305860599	0.02099406094178923
8000.0	0.002	4.89	0.13	0.73	2.24	0.9915551192050676	0.021239605514207817
8000.0	0.002	4.89	0.13	0.73	2.24	0.9871090455641128	0.021485150086626402
8000.0	0.002	4.89	0.13	0.73	2.24	0.9874080986490921	0.02173069465904499
8000.0	0.002	4.89	0.13	0.73	2.24	0.9841432955165657	0.021976239231463576
8000.0	0.002	4.89	0.13	0.73	2.24	0.9984081539799115	0.022221783803882164
8000.0	0.002	4.89	0.13	0.73	2.24	0.9880239011387811	0.022467328376300753
8000.0	0.002	4.89	0.13	0.73	2.24	0.9838319229919149	0.02271287294871934
8000.0	0.002	4.89	0.13	0.73	2.24	0.9882086969354008	0.02295841752113793
8000.0	0.002	4.89	0.13	0.73	2.24	0.9862197827209819	0.023203962093556515
8000.0	0.002	4.89	0.13	0.73	2.24	0.9913962213736945	0.023449506665975103
8000.0	0.002	4.89	0.13	0.73	2.24	0.9919000669181974	0.023695051238393692
8000.0	0.002	4.89	0.13	0.73	2.24	0.9952087867480899	0.02394059581081228
8000.0	0.002	4.89	0.13	0.73	2.24	0.9960063024290835	0.02418614038323087
8000.0	0.002	4.89	0.13	0.73	2.24	0.9887847829922219	0.02443168495564945
8000.0	0.002	4.89	0.13	0.73	2.24	0.9874531655058801	0.02467722952806804
8000.0	0.002	4.89	0.13	0.73	2.24	0.9939130499103597	0.024922774100486628
8000.0	0.002	4.89	0.13	0.73	2.24	0.9916978922639517	0.025168318672905213
8000.0	0.002	4.89	0.13	0.73	2.24	0.9940699853058029	0.0254138632453238
8000.0	0.002	4.89	0.13	0.73	2.24	1.0056391362270203	0.02565940781774239
8000.0	0.002	4.89	0.13	0.73	2.24	0.989759753820168	0.02590495239016098
8000.0	0.002	4.89	0.13	0.73	2.24	0.9973921065207275	0.026150496962579567
8000.0	0.002	4.89	0.13	0.73	2.24	0.9923722658724745	0.026396041534998152
8000.0	0.002	4.89	0.13	0.73	2.24	0.9877743374526886	0.02664158610741674
8000.0	0.002	4.89	0.13	0.73	2.24	0.99926310186371	0.02688713067983533
8000.0	0.002	4.89	0.13	0.73	2.24	1.0012614155369286	0.027132675252253914
8000.0	0.002	4.89	0.13	0.73	2.24	0.9906016231363513	0.0273782198246725
8000.0	0.002	4.89	0.13	0.73	2.24	0.9924713121077774	0.027623764397091088
8000.0	0.002	4.89	0.13	0.73	2.24	0.9938651793336999	0.027869308969509676
8000.0	0.002	4.89	0.13	0.73	2.24	0.9949951848671575	0.028114853541928265
8000.0	0.002	4.89	0.13	0.73	2.24	0.9954040967253625	0.028360398114346853
8000.0	0.002	4.89	0.13	0.73	2.24	0.9995989184347218	0.02860594268676544
8000.0	0.002	4.89	0.13	0.73	2.24	1.0002393640235336	0.028851487259184027
8000.0	0.002	4.89	0.13	0.73	2.24	0.9946983231139764	0.029097031831602616
8000.0	0.002	4.89	0.13	0.73	2.24	0.9981469733106668	0.029342576404021204
8000.0	0.002	4.89	0.13	0.73	2.24	1.0025438802855426	0.029588120976439793
8000.0	0.002	4.89	0.13	0.73	2.24	1.000311622160862	0.029833665548858378
8000.0	0.002	4.89	0.13	0.73	2.24	0.9990520616248142	0.030079210121276966
8000.0	0.002	4.89	0.13	0.73	2.24	1.0002541351248526	0.03032475469369555
8000.0	0.002	4.89	0.13	0.73	2.24	1.0003884200255682	0.03057029926611414
8000.0	0.002	4.89	0.13	0.73	2.24	0.9979702422781288	0.030815843838532725
8000.0	0.002	4.89	0.13	0.73	2.24	1.001380768221299	0.031061388410951313
8000.0	0.002	4.89	0.13	0.73	2.24	1.0019742213212226	0.0313069329833699
8000.0	0.002	4.89	0.13	0.73	2.24	1.0063788788898873	0.03155247755578849
8000.0	0.002	4.89	0.13	0.73	2.24	1.0046605453815491	0.03179802212820708
8000.0	0.002	4.89	0.13	0.73	2.24	0.9988308056476534	0.032043566700625664
8000.0	0.002	4.89	0.13	0.73	2.24	1.0023565890001664	0.032289111273044256
8000.0	0.002	4.89	0.13	0.73	2.24	1.0002660814995352	0.03253465584546284
8000.0	0.002	4.89	0.13	0.73	2.24	1.0005224864622722	0.032780200417881426
8000.0	0.002	4.89	0.13	0.73	2.24	1.0053796460501343	0.03302574499030001
8000.0	0.002	4.89	0.13	0.73	2.24	1.0018116998689903	0.0332712895627186
8000.0	0.002	4.89	0.13	0.73	2.24	0.9997243549621835	0.03351683413513719
8000.0	0.002	4.89	0.13	0.73	2.24	1.0028029138674246	0.033762378707555774
8000.0	0.002	4.89	0.13	0.73	2.24	1.0045785187753944	0.034007923279974366
8000.0	0.002	4.89	0.13	0.73	2.24	1.006319509793431	0.03425346785239295
8000.0	0.002	4.89	0.13	0.73	2.24	1.001003025604918	0.03449901242481154
8000.0	0.002	4.89	0.13	0.73	2.24	1.0039717041381493	0.03474455699723013
8000.0	0.002	4.89	0.13	0.73	2.24	1.0000026933347064	0.03499010156964871
8000.0	0.002	4.89	0.13	0.73	2.24	1.0054291052459525	0.035235646142067305
8000.0	0.002	4.89	0.13	0.73	2.24	1.0001545134558303	0.03548119071448589
8000.0	0.002	4.89	0.13	0.73	2.24	1.002542247338401	0.03572673528690448
8000.0	0.002	4.89	0.13	0.73	2.24	1.0016553304443048	0.03597227985932306
8000.0	0.002	4.89	0.13	0.73	2.24	1.0063543629375316	0.03621782443174165
8000.0	0.002	4.89	0.13	0.73	2.24	1.003620073064562	0.03646336900416024
8000.0	0.002	4.89	0.13	0.73	2.24	1.0011066878429156	0.03670891357657882
8000.0	0.002	4.89	0.13	0.73	2.24	1.0063885542143631	0.036954458148997414
8000.0	0.002	4.89	0.13	0.73	2.24	1.002781503287424	0.037200002721416
8000.0	0.002	4.89	0.13	0.73	2.24	1.0024208581876137	0.03744554729383459
8000.0	0.002	4.89	0.13	0.73	2.24	1.0000761789831634	0.037691091866253176
8000.0	0.002	4.89	0.13	0.73	2.24	1.0056521172199828	0.03793663643867176
8000.0	0.002	4.89	0.13	0.73	2.24	1.0009896871223067	0.03818218101109035
8000.0	0.002	4.89	0.13	0.73	2.24	1.007041014245715	0.03842772558350894
8000.0	0.002	4.89	0.13	0.73	2.24	1.0018286062786954	0.038673270155927524
8000.0	0.002	4.89	0.13	0.73	2.24	1.0023097595393418	0.03891881472834611
8000.0	0.002	4.89	0.13	0.73	2.24	1.0088787619981567	0.0391643593007647
8000.0	0.002	4.89	0.13	0.73	2.24	1.0026623558596646	0.039409903873183286
8000.0	0.002	4.89	0.13	0.73	2.24	1.0058699961015989	0.03965544844560188
8000.0	0.002	4.89	0.13	0.73	2.24	1.0003388900461787	0.03990099301802046
8000.0	0.002	4.89	0.13	0.73	2.24	1.0065104380208474	0.04014653759043905
8000.0	0.002	4.89	0.13	0.73	2.24	0.9979087888013386	0.04039208216285764
8000.0	0.002	4.89	0.13	0.73	2.24	1.0011244952264047	0.040637626735276225
8000.0	0.002	4.89	0.13	0.73	2.24	1.0063687229556761	0.04088317130769482
8000.0	0.002	4.89	0.13	0.73	2.24	1.0042698263469885	0.0411287158801134
8000.0	0.002	4.89	0.13	0.73	2.24	1.0004953976337403	0.04137426045253199
8000.0	0.002	4.89	0.13	0.73	2.24	0.9961958738184669	0.04161980502495058
8000.0	0.002	4.89	0.13	0.73	2.24	1.002168917179475	0.041865349597369164
8000.0	0.002	4.89	0.13	0.73	2.24	1.0008216665896164	0.042110894169787756
8000.0	0.002	4.89	0.13	0.73	2.24	0.9977880267111279	0.04235643874220634
8000.0	0.002	4.89	0.13	0.73	2.24	1.001262739351363	0.042601983314624926
8000.0	0.002	4.89	0.13	0.73	2.24	1.0013562436031878	0.04284752788704351
8000.0	0.002	4.89	0.13	0.73	2.24	1.0004176872415211	0.043093072459462096
8000.0	0.002	4.89	0.13	0.73	2.24	0.9977239348377442	0.04333861703188068
8000.0	0.002	4.89	0.13	0.73	2.24	1.0006752827476777	0.043584161604299274
8000.0	0.002	4.89	0.13	0.73	2.24	0.998750439161235	0.04382970617671786
8000.0	0.002	4.89	0.13	0.73	2.24	1.0040573516428737	0.04407525074913645
8000.0	0.002	4.89	0.13	0.73	2.24	1.0043306518521187	0.044320795321555036
8000.0	0.002	4.89	0.13	0.73	2.24	0.9967637180833943	0.04456633989397362
8000.0	0.002	4.89	0.13	0.73	2.24	0.9990762080476793	0.04481188446639221
8000.0	0.002	4.89	0.13	0.73	2.24	0.9995283088433464	0.0450574290388108
8000.0	0.002	4.89	0.13	0.73	2.24	0.9939520609739904	0.04530297361122939
8000.0	0.002	4.89	0.13	0.73	2.24	1.000981951903333	0.045548518183647975
8000.0	0.002	4.89	0.13	0.73	2.24	1.003376188631757	0.04579406275606656
8000.0	0.002	4.89	0.13	0.73	2.24	0.9999168776864392	0.04603960732848515
8000.0	0.002	4.89	0.13	0.73	2.24	0.9984975071453153	0.04628515190090374
8000.0	0.002	4.89	0.13	0.73	2.24	1.0028508316449438	0.04653069647332233
8000.0	0.002	4.89	0.13	0.73	2.24	1.001418429361934	0.046776241045740914
8000.0	0.002	4.89	0.13	0.73	2.24	0.9932321508952255	0.0470217856181595
8000.0	0.002	4.89	0.13	0.73	2.24	1.0059123184662506	0.04726733019057809
8000.0	0.002	4.89	0.13	0.73	2.24	1.0044886905087689	0.047512874762996676
8000.0	0.002	4.89	0.13	0.73	2.24	0.9946220907428125	0.04775841933541527
8000.0	0.002	4.89	0.13	0.73	2.24	1.0052752569565016	0.04800396390783385
8000.0	0.002	4.89	0.13	0.73	2.24	0.989460277080754	0.04824950848025244
8000.0	0.002	4.89	0.13	0.73	2.24	0.995202329053866	0.04849505305267103
8000.0	0.002	4.89	0.13	0.73	2.24	0.9923799946462785	0.04874059762508961
8000.0	0.002	4.89	0.13	0.73	2.24	0.991502205345374	0.048986142197508194
8000.0	0.002	4.89	0.13	0.73	2.24	0.996707927119828	0.049231686769926786
8000.0	0.002	4.89	0.13	0.73	2.24	1.000734719244396	0.04947723134234537
8000.0	0.002	4.89	0.13	0.73	2.24	0.9981334181708774	0.049722775914763956
8000.0	0.002	4.89	0.13	0.73	2.24	1.002500704855679	0.04996832048718255
8000.0	0.002	4.89	0.13	0.73	2.24	1.0024455085111985	0.05021386505960113
8000.0	0.002	4.89	0.13	0.73	2.24	0.9957110715319181	0.050459409632019725
8000.0	0.002	4.89	0.13	0.73	2.24	0.9930633320586298	0.05070495420443831
8000.0	0.002	4.89	0.13	0.73	2.24	0.9974530151242371	0.050950498776856895
8000.0	0.002	4.89	0.13	0.73	2.24	0.9948855232758407	0.05119604334927549
8000.0	0.002	4.89	0.13	0.73	2.24	0.9991519323264791	0.05144158792169407
8000.0	0.002	4.89	0.13	0.73	2.24	1.001195063108399	0.051687132494112664
8000.0	0.002	4.89	0.13	0.73	2.24	0.9974418845620115	0.05193267706653125
8000.0	0.002	4.89	0.13	0.73	2.24	1.0014829839128345	0.052178221638949834
8000.0	0.002	4.89	0.13	0.73	2.24	0.9928375996318425	0.052423766211368426
8000.0	0.002	4.89	0.13	0.73	2.24	0.9926272670485247	0.05266931078378701
8000.0	0.002	4.89	0.13	0.73	2.24	1.0010151240692926	0.0529148553562056
8000.0	0.002	4.89	0.13	0.73	2.24	1.013301034493717	0.05316039992862419
8000.0	0.002	4.89	0.13	0.73	2.24	0.9974815725818047	0.053405944501042774
8000.0	0.002	4.89	0.13	0.73	2.24	0.9960464024708401	0.053651489073461366
8000.0	0.002	4.89	0.13	0.73	2.24	0.9979720723313287	0.05389703364587995
8000.0	0.002	4.89	0.13	0.73	2.24	0.9959825876321379	0.05414257821829854
8000.0	0.002	4.89	0.13	0.73	2.24	1.0105034299176896	0.05438812279071712
8000.0	0.002	4.89	0.13	0.73	2.24	1.0006126885892717	0.054633667363135706
8000.0	0.002	4.89	0.13	0.73	2.24	0.9964080194614872	0.0548792119355543
8000.0	0.002	4.89	0.13	0.73	2.24	0.9918534354636152	0.05512475650797288
8000.0	0.002	4.89	0.13	0.73	2.24	1.016822116064254	0.05537030108039147
8000.0	0.002	4.89	0.13	0.73	2.24	0.9907464924344009	0.05561584565281006
8000.0	0.002	4.89	0.13	0.73	2.24	0.9923360233825774	0.055861390225228645
8000.0	0.002	4.89	0.13	0.73	2.24	0.9850584497363716	0.05610693479764724
8000.0	0.002	4.89	0.13	0.73	2.24	0.9956009398755573	0.05635247937006582
8000.0	0.002	4.89	0.13	0.73	2.24	0.9790841069926913	0.05659802394248441
8000.0	0.002	4.89	0.13	0.73	2.24	1.005919430946785	0.056843568514903
8000.0	0.002	4.89	0.13	0.73	2.24	1.0021634077711319	0.057089113087321584
8000.0	0.002	4.89	0.13	0.73	2.24	0.9987032160704721	0.057334657659740176
8000.0	0.002	4.89	0.13	0.73	2.24	1.0139248262740674	0.05758020223215876
8000.0	0.002	4.89	0.13	0.73	2.24	1.02011667905439	0.057825746804577347
8000.0	0.002	4.89	0.13	0.73	2.24	1.021749812174676	0.05807129137699594
8000.0	0.002	4.89	0.13	0.73	2.24	0.9854925782844912	0.058316835949414524
8000.0	0.002	4.89	0.13	0.73	2.24	1.0017436306830028	0.058562380521833116
8000.0	0.002	4.89	0.13	0.73	2.24	0.9831123324987338	0.0588079250942517
8000.0	0.002	4.89	0.13	0.73	2.24	1.0156089656215446	0.059053469666670286
8000.0	0.002	4.89	0.13	0.73	2.24	0.9605711620869278	0.05929901423908888
8000.0	0.002	4.89	0.13	0.73	2.24	1.0109002949610335	0.05954455881150746
8000.0	0.002	4.89	0.13	0.73	2.24	1.0013748071872373	0.059790103383926055
8000.0	0.002	4.89	0.13	0.73	2.24	0.9813597826171558	0.06003564795634464
8000.0	0.002	4.89	0.13	0.73	2.24	0.9883771298976708	0.06028119252876322
8000.0	0.002	4.89	0.13	0.73	2.24	0.9936704386840196	0.06052673710118181
8000.0	0.002	4.89	0.13	0.73	2.24	0.9709411114691545	0.060772281673600395
8000.0	0.002	4.89	0.13	0.73	2.24	0.9502982928801398	0.06101782624601898
8000.0	0.002	4.89	0.13	0.73	2.24	0.979668687234179	0.06126337081843757
8000.0	0.002	4.89	0.13	0.73	2.24	1.0589928876380572	0.06150891539085616
8000.0	0.002	4.89	0.13	0.73	2.24	1.0005335606852184	0.06175445996327475
8000.0	0.002	4.89	0.13	0.73	2.24	1.0429042038963983	0.062000004535693334
8000.0	0.002	4.89	0.13	0.73	2.24	0.9904437047282993	0.06224554910811192
8000.0	0.002	4.89	0.13	0.73	2.24	0.9489312179309534	0.06249109368053051
8000.0	0.002	4.89	0.13	0.73	2.24	0.8271428806051622	0.0627366382529491
8000.0	0.002	4.89	0.13	0.73	2.24	0.9808025394206042	0.06298218282536769
8000.0	0.002	4.89	0.13	0.73	2.24	0.8489678132311194	0.06322772739778627
8000.0	0.002	4.89	0.13	0.73	2.24	1.3946627061084467	0.06347327197020486
8000.0	0.01	5.35	0.13	0.73	2.24	1.1106521147206505	0.000629812992975223
8000.0	0.01	5.35	0.13	0.73	2.24	0.9722427641948007	0.0010496883216253715
8000.0	0.01	5.35	0.13	0.73	2.24	1.0050355691765371	0.0014695636502755204
8000.0	0.01	5.35	0.13	0.73	2.24	0.9550306614622215	0.0018894389789256688
8000.0	0.01	5.35	0.13	0.73	2.24	1.179905932494511	0.0023093143075758175
8000.0	0.01	5.35	0.13	0.73	2.24	1.1236969628496007	0.002729189636225966
8000.0	0.01	5.35	0.13	0.73	2.24	1.1761753786571487	0.003149064964876115
8000.0	0.01	5.35	0.13	0.73	2.24	1.1742915305916444	0.0035689402935262637
8000.0	0.01	5.35	0.13	0.73	2.24	1.2424818298842288	0.0039888156221764125
8000.0	0.01	5.35	0.13	0.73	2.24	1.1285319137982468	0.0044086909508265605
8000.0	0.01	5.35	0.13	0.73	2.24	1.2452106584575493	0.004828566279476709
8000.0	0.01	5.35	0.13	0.73	2.24	1.3027743465442974	0.005248441608126859
8000.0	0.01	5.35	0.13	0.73	2.24	1.2421422959273425	0.005668316936777007
8000.0	0.01	5.35	0.13	0.73	2.24	1.2789652265171778	0.006088192265427155
8000.0	0.01	5.35	0.13	0.73	2.24	1.3265766421516425	0.006508067594077305
8000.0	0.01	5.35	0.13	0.73	2.24	1.2816048791313395	0.006927942922727453
8000.0	0.01	5.35	0.13	0.73	2.24	1.2216831334641203	0.007347818251377603
8000.0	0.01	5.35	0.13	0.73	2.24	1.2177699661515458	0.007767693580027751
8000.0	0.01	5.35	0.13	0.73	2.24	1.2312095154141844	0.008187568908677898
8000.0	0.01	5.35	0.13	0.73	2.24	1.2602425302942046	0.008607444237328048
8000.0	0.01	5.35	0.13	0.73	2.24	1.2284074726879413	0.009027319565978196
8000.0	0.01	5.35	0.13	0.73	2.24	1.19025970520419	0.009447194894628346
8000.0	0.01	5.35	0.13	0.73	2.24	1.2069377996552448	0.009867070223278493
8000.0	0.01	5.35	0.13	0.73	2.24	1.1855735236891878	0.010286945551928644
8000.0	0.01	5.35	0.13	0.73	2.24	1.14047741548947	0.010706820880578791
8000.0	0.01	5.35	0.13	0.73	2.24	1.1136517362011742	0.011126696209228938
8000.0	0.01	5.35	0.13	0.73	2.24	1.1185040351246254	0.011546571537879089
8000.0	0.01	5.35	0.13	0.73	2.24	1.0993704906528579	0.011966446866529236
8000.0	0.01	5.35	0.13	0.73	2.24	1.073034808494369	0.012386322195179385
8000.0	0.01	5.35	0.13	0.73	2.24	1.0507107055784604	0.012806197523829534
8000.0	0.01	5.35	0.13	0.73	2.24	1.0394005179051065	0.013226072852479684
8000.0	0.01	5.35	0.13	0.73	2.24	1.027309925331746	0.01364594818112983
8000.0	0.01	5.35	0.13	0.73	2.24	1.0183826378442988	0.01406582350977998
8000.0	0.01	5.35	0.13	0.73	2.24	1.0031451003138179	0.014485698838430129
8000.0	0.01	5.35	0.13	0.73	2.24	0.9929570319276836	0.014905574167080278
8000.0	0.01	5.35	0.13	0.73	2.24	0.9751549896598221	0.015325449495730425
8000.0	0.01	5.35	0.13	0.73	2.24	0.9944318345963934	0.015745324824380576
